title,blog,url,date,excerpt,host,txt,asset,off,ruleish,noise
How Seasonality The Week Of Memorial Day Has Changed Over The Years,Quantifiable Edges,http://quantifiableedges.com/how-seasonality-the-week-of-memorial-day-has-changed-over-the-years/,"29 May 2018, 10:26am","Happy Memorial Day! The week of Memorial Day has shown some interesting seasonal tendencies over the years. But it has faltered greatly the last few. The chart below is one I have shown in the past, and have now updated. It examines SPX performance from the Friday before Memorial Day to the Friday",quantifiableedges.com,"How Seasonality The Week Of Memorial Day Has Changed Over The Years || Happy Memorial Day! The week of Memorial Day has shown some interesting seasonal tendencies over the years. But it has faltered greatly the last few. The chart below is one I have shown in the past, and have now updated. It examines SPX performance from the Friday before Memorial Day to the Friday",1,0,2,0
"What SPY’s Gap Up, Reverse Down & Rebound Back Up From Friday Suggest For This Week",Quantifiable Edges,http://quantifiableedges.com/what-spys-gap-up-reverse-down-rebound-back-up-from-friday-suggest-for-this-week/,"12 Feb 2018, 11:30am","The sizable gap up, pullback, and then move back higher on Friday triggered an old Quantifinder study for the 1st time in a long time. Below is the full list of trades with a 5-day holding period. 2018-02-11 All 8 instances saw run-ups of at least 1%, and they all closed positive. While instances",quantifiableedges.com,"What SPY’s Gap Up, Reverse Down & Rebound Back Up From Friday Suggest For This Week || The sizable gap up, pullback, and then move back higher on Friday triggered an old Quantifinder study for the 1st time in a long time. Below is the full list of trades with a 5-day holding period. 2018-02-11 All 8 instances saw run-ups of at least 1%, and they all closed positive. While instances",1,0,2,0
This Study Suggests Intermediate-Term Momentum Is Strong Enough To Persist A While Longer,Quantifiable Edges,http://quantifiableedges.com/this-study-suggests-intermedite-term-momentum-is-strong-enough-to-persist-a-while-longer/,"4 Jun 2017, 02:26am","One study from the Quantifinder that triggered last has some potential intermediate-term implications, and it is fairly interesting, so I figured I would share it. This study looked at the SPX closing price in relation to its 50-day Bollinger Bands, and the fact that we are now extended upwards. I",quantifiableedges.com,"This Study Suggests Intermediate-Term Momentum Is Strong Enough To Persist A While Longer || One study from the Quantifinder that triggered last has some potential intermediate-term implications, and it is fairly interesting, so I figured I would share it. This study looked at the SPX closing price in relation to its 50-day Bollinger Bands, and the fact that we are now extended upwards. I",1,0,2,0
Demystifying Bollinger Bands,Milton FMR,https://miltonfmr.com/demystifying-bollinger-bands/,"15 Apr 2017, 09:28pm",How do we know if a price is right and when do we enter the trade ? Is the S&P 500 Index trading at 2355 for that day to high or to low. Should I buy or sell ? Proponents of the Bollinger Band say that this indicator can greatly improve your odds in being on the right side of the market. The,miltonfmr.com,Demystifying Bollinger Bands || How do we know if a price is right and when do we enter the trade ? Is the S&P 500 Index trading at 2355 for that day to high or to low. Should I buy or sell ? Proponents of the Bollinger Band say that this indicator can greatly improve your odds in being on the right side of the market. The,1,0,2,0
Genetic algorithm for trading in Cpp,Imanol Perez,https://git.maths.ox.ac.uk/perez/Genetic-algorithm-for-trading-in-cpp,"1 Jan 2017, 08:57am","This code tries to show how to use genetic algorithms to create a simple trading strategy. It is intended as a proof of concept, rather than trying to provide a ready-to-use strategy. The historical data used is the following: SP500.dat. It is the closing prices of S&P 500 from 2006/12/18 to",git.maths.ox.ac.uk,"Genetic algorithm for trading in Cpp || This code tries to show how to use genetic algorithms to create a simple trading strategy. It is intended as a proof of concept, rather than trying to provide a ready-to-use strategy. The historical data used is the following: SP500.dat. It is the closing prices of S&P 500 from 2006/12/18 to",1,0,2,0
Strategy Up/Down Capture,Alvarez Quant Trading,http://alvarezquanttrading.com/2016/09/07/strategy-updown-capture/,"7 Sep 2016, 12:19pm",A reader sent this interesting link about Up/Down Capture. The great part about this article it is something I have intuitively known about my trading strategies but never tried to quantify. This was the bump I needed to investigate this concept. When the SPY moves up on average how much does my,alvarezquanttrading.com,Strategy Up/Down Capture || A reader sent this interesting link about Up/Down Capture. The great part about this article it is something I have intuitively known about my trading strategies but never tried to quantify. This was the bump I needed to investigate this concept. When the SPY moves up on average how much does my,1,0,2,0
Paper: Stock Portfolio Design and Backtest Overfitting (h/t Abnormal Returns),,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2739335,"1 Aug 2016, 01:34pm","We demonstrate a computer program that designs a portfolio consisting of common securities, such as the constituents of the S&P 500 index, that achieves any desired profile via in-sample backtest optimization. Unfortunately, the program also shows that these portfolios typically perform",papers.ssrn.com,"Paper: Stock Portfolio Design and Backtest Overfitting (h/t Abnormal Returns) || We demonstrate a computer program that designs a portfolio consisting of common securities, such as the constituents of the S&P 500 index, that achieves any desired profile via in-sample backtest optimization. Unfortunately, the program also shows that these portfolios typically perform",1,0,2,0
Cointegrated Time Series Analysis for Mean Reversion Trading with R,Quant Start,https://www.quantstart.com/articles/Cointegrated-Time-Series-Analysis-for-Mean-Reversion-Trading-with-R,"2 Jun 2016, 10:27am",A while back we considered a trading model based on the application of the ARIMA and GARCH time series models to daily S&P500 data. We mentioned in that article as well as other previous time series analysis articles that we would eventually be considering mean reverting trading strategies and,quantstart.com,Cointegrated Time Series Analysis for Mean Reversion Trading with R || A while back we considered a trading model based on the application of the ARIMA and GARCH time series models to daily S&P500 data. We mentioned in that article as well as other previous time series analysis articles that we would eventually be considering mean reverting trading strategies and,1,0,2,0
A Long Term Look At Memorial Week Seasonality,Quantifiable Edges,http://quantifiableedges.com/a-long-term-look-at-memorial-week-seasonality/,"30 May 2016, 11:22pm",The week of Memorial Day has shown some interesting seasonal tendencies over the years. And for a long time it exhibited consistent bullishness. But it has faltered greatly the last several years. The chart below examines SPX performance from the Friday before Memorial Day to the Friday after it.,quantifiableedges.com,A Long Term Look At Memorial Week Seasonality || The week of Memorial Day has shown some interesting seasonal tendencies over the years. And for a long time it exhibited consistent bullishness. But it has faltered greatly the last several years. The chart below examines SPX performance from the Friday before Memorial Day to the Friday after it.,1,0,2,0
Making new equity highs. It happens less than you think,Alvarez Quant Trading,http://alvarezquanttrading.com/2016/05/04/making-new-equity-highs-it-happens-less-than-you-think/,"4 May 2016, 07:28pm","A reader sent me a link to presentation, Robert Frey – 180 years of Market Drawdowns, about drawdowns and the time that a strategy is underwater. I highly suggest you watch it. I wanted to perform my own analysis on how often a buy and hold strategy on the S&P500 index is making new equity",alvarezquanttrading.com,"Making new equity highs. It happens less than you think || A reader sent me a link to presentation, Robert Frey – 180 years of Market Drawdowns, about drawdowns and the time that a strategy is underwater. I highly suggest you watch it. I wanted to perform my own analysis on how often a buy and hold strategy on the S&P500 index is making new equity",1,0,2,0
RSI(2)≤25 X6!,Throwing Good Money,http://throwinggoodmoney.com/2016/01/rsi2/,"8 Jan 2016, 10:44pm","Today marks the sixth day in the row that the S&P 500’s RSI(2) value was under 25.* Since Jan 1 2000, this has happened only 15 times prior to today. So I thought it would be fun to see what the forward return has been after these events. Here’s a handy spreadsheet. I calculated the forward",throwinggoodmoney.com,"RSI(2)≤25 X6! || Today marks the sixth day in the row that the S&P 500’s RSI(2) value was under 25.* Since Jan 1 2000, this has happened only 15 times prior to today. So I thought it would be fun to see what the forward return has been after these events. Here’s a handy spreadsheet. I calculated the forward",1,0,2,0
Nights After 2 Unfilled Gaps Down,Overnight Edges,http://overnightedges.com/2594/nights-after-2-unfilled-gaps-down/,"4 Mar 2015, 10:12pm","The market is off to a rough start again today. ES has the potential to leave an unfilled gap down for the 2nd day in a row. This is a fairly rare thing to see happen, but is has often been followed by a gap up the next morning. This can be seen in the study below. 2015-03-04 image2 The stats here",overnightedges.com,"Nights After 2 Unfilled Gaps Down || The market is off to a rough start again today. ES has the potential to leave an unfilled gap down for the 2nd day in a row. This is a fairly rare thing to see happen, but is has often been followed by a gap up the next morning. This can be seen in the study below. 2015-03-04 image2 The stats here",1,0,2,0
RUT Iron Condor - Dynamic Exit - 38 DTE - 8 Delta,DTR Trading,http://dtr-trading.blogspot.com/2015/02/rut-iron-condor-dynamic-exit-38-dte-8.html,"4 Feb 2015, 03:29am","Starting with this post, and spanning the next seven or eight posts, I will show the backtest results for dynamic exits of 38 days-to-expiration (DTE) Iron Condors (IC), with different delta short strikes. In this post I wills show the results for the 8 delta short strike 38 DTE versions. For some",dtr-trading.blogspot.com,"RUT Iron Condor - Dynamic Exit - 38 DTE - 8 Delta || Starting with this post, and spanning the next seven or eight posts, I will show the backtest results for dynamic exits of 38 days-to-expiration (DTE) Iron Condors (IC), with different delta short strikes. In this post I wills show the results for the 8 delta short strike 38 DTE versions. For some",1,0,2,0
I Mastered Chaos Theory to Develop a 3.275 Sharpe FX Strategy,Paper to Profit,https://papertoprofit.substack.com/p/i-mastered-chaos-theory-to-develop,"21 Jul 2026, 07:59pm","Chaos theory is a fancy topic that alludes to a world almost as mystic and mysterious as quantum physics. Everyone has heard of it, but not many people really know what it means or how to use it. A Mandelbrot Set, or infinitely complex shape described by a simple formula, a classic example of chaos",papertoprofit.substack.com,"I Mastered Chaos Theory to Develop a 3.275 Sharpe FX Strategy || Chaos theory is a fancy topic that alludes to a world almost as mystic and mysterious as quantum physics. Everyone has heard of it, but not many people really know what it means or how to use it. A Mandelbrot Set, or infinitely complex shape described by a simple formula, a classic example of chaos",1,0,1,0
Testing an AI-Assisted Research Workflow for Multi-Asset Pullback Strategy Discovery,Quantpedia,https://quantpedia.com/testing-an-ai-assisted-research-workflow-for-multi-asset-pullback-strategy-discovery/?a=6080,"17 Jun 2026, 12:55pm","This study investigates short-term price reversals—temporary retracements following adverse daily returns—and develops a systematic trading framework to capture this effect across multiple asset classes. Using daily data from six liquid ETFs spanning equities, fixed income, currencies, gold, and",quantpedia.com,"Testing an AI-Assisted Research Workflow for Multi-Asset Pullback Strategy Discovery || This study investigates short-term price reversals—temporary retracements following adverse daily returns—and develops a systematic trading framework to capture this effect across multiple asset classes. Using daily data from six liquid ETFs spanning equities, fixed income, currencies, gold, and",1,0,1,0
Seasonality in Bitcoin Intraday Trend Trading,Concretum Group,https://concretumgroup.com/seasonality-in-bitcoin-intraday-trend-trading/,"1 Feb 2026, 07:54am","As our readers are aware, futures trend trading, particularly at higher frequencies, represents a core area of Concretum’s expertise, with a meaningful share of our trading risk allocated to this family of models. Over recent years, we have also published several papers presenting simple and",concretumgroup.com,"Seasonality in Bitcoin Intraday Trend Trading || As our readers are aware, futures trend trading, particularly at higher frequencies, represents a core area of Concretum’s expertise, with a meaningful share of our trading risk allocated to this family of models. Over recent years, we have also published several papers presenting simple and",1,0,1,0
The Reversal Tendency of Labor Day Week,Quantifiable Edges,https://quantifiableedges.com/the-reversal-tendency-of-labor-day-week/,"1 Sep 2025, 05:56pm","In the subscriber letter over the last several years I have demonstrated that the performance during the week of Labor Day has been impacted by the performance in the month leading up to it. Interestingly, is has been somewhat of a momentum reversal week. When SPX has rallied up to Labor Day, then",quantifiableedges.com,"The Reversal Tendency of Labor Day Week || In the subscriber letter over the last several years I have demonstrated that the performance during the week of Labor Day has been impacted by the performance in the month leading up to it. Interestingly, is has been somewhat of a momentum reversal week. When SPX has rallied up to Labor Day, then",1,0,1,0
Testing 87 Different Stop Loss Strategies,Paper to Profit,https://papertoprofit.substack.com/p/i-tested-87-different-stop-loss-strategies,"3 Jul 2025, 03:08am","Stop losses are a way of life for a trader. They are often ‘do or die’ in situations of intraday and leverage trading. However, we think that the ‘gold standard’ is the average trailing stop. Maybe we add an ATR band to it if we are feeling fancy. But the reality is that there are much more",papertoprofit.substack.com,"Testing 87 Different Stop Loss Strategies || Stop losses are a way of life for a trader. They are often ‘do or die’ in situations of intraday and leverage trading. However, we think that the ‘gold standard’ is the average trailing stop. Maybe we add an ATR band to it if we are feeling fancy. But the reality is that there are much more",1,0,1,0
97 Years of Death Crosses,Quantifiable Edges,https://quantifiableedges.com/97-years-of-death-crosses/,"15 Apr 2025, 09:59pm","The SPX is going to experience a Death Cross today at the close. I’ve written many times in the past about “Death Crosses”. A Death Cross is when the 50ma crosses below the 200ma. It is confirmation of a downtrend. Some people view it as a bearish signal. As you’ll see, it is not a great",quantifiableedges.com,"97 Years of Death Crosses || The SPX is going to experience a Death Cross today at the close. I’ve written many times in the past about “Death Crosses”. A Death Cross is when the 50ma crosses below the 200ma. It is confirmation of a downtrend. Some people view it as a bearish signal. As you’ll see, it is not a great",1,0,1,0
Crypto Perpetual Contract Pair Trading,Quant Insti,https://blog.quantinsti.com/crypto-perpetual-contract-pair-trading-project-rong-fan/,"30 May 2024, 04:32am","Statistical arbitrage is a classic quantitative trading strategy, and pairs trading is one of them. Digital currency perpetual contracts are non-delivery perpetual futures. This project describes using data from the Binance exchange to find perpetual contract pairs whose pairing spreads conform to",blog.quantinsti.com,"Crypto Perpetual Contract Pair Trading || Statistical arbitrage is a classic quantitative trading strategy, and pairs trading is one of them. Digital currency perpetual contracts are non-delivery perpetual futures. This project describes using data from the Binance exchange to find perpetual contract pairs whose pairing spreads conform to",1,0,1,0
An Exponenetially Weighted Covariance Matrix in R,Robot Wealth,https://robotwealth.com/an-expenonetially-weighted-covariance-matrix-in-r/,"12 Nov 2023, 07:02am","Exponential weighting schemes can help navigate the trade-off between responsiveness and stability of the inherently noisy estimates we make from market data. We previously saw examples of calculating the exponentially weighted moving average of a vector, and estimating the correlation between SPY",robotwealth.com,"An Exponenetially Weighted Covariance Matrix in R || Exponential weighting schemes can help navigate the trade-off between responsiveness and stability of the inherently noisy estimates we make from market data. We previously saw examples of calculating the exponentially weighted moving average of a vector, and estimating the correlation between SPY",1,0,1,0
Terms of trade as FX trading signal,SR SV,https://research.macrosynergy.com/commodity-terms-of-trade/,"10 Apr 2023, 10:06pm","All other things equal, an improvement in a country’s terms of trade, the ratio of export to import prices, translates into increased demand for its currency and a boost for its growth outlook. However, terms of trade are a rather subtle and sporadic influence. Therefore, many market participants",research.macrosynergy.com,"Terms of trade as FX trading signal || All other things equal, an improvement in a country’s terms of trade, the ratio of export to import prices, translates into increased demand for its currency and a boost for its growth outlook. However, terms of trade are a rather subtle and sporadic influence. Therefore, many market participants",1,0,1,0
The Hard-Knock Life of Short Sellers,Finominal,https://insights.finominal.com/research-the-hard-knock-life-of-short-sellers/,"23 Feb 2023, 07:46am","Short-biased hedge funds provided negative S&P 500 beta until 2011 Thereafter returns became less negatively correlated, but worsened The strategy has generated limited diversification benefits for investors INTRODUCTION Running a hedge fund is tough, but some types are tougher to manage than",insights.finominal.com,"The Hard-Knock Life of Short Sellers || Short-biased hedge funds provided negative S&P 500 beta until 2011 Thereafter returns became less negatively correlated, but worsened The strategy has generated limited diversification benefits for investors INTRODUCTION Running a hedge fund is tough, but some types are tougher to manage than",1,0,1,0
Serverless architecture for crypto trading,Gautier Marti,https://gmarti.gitlab.io//aws/2022/12/17/s3-lambda-rds-aurora-serverless.html,"18 Dec 2022, 10:29pm","I recently asked on LinkedIn about advice and opinions on infrastructure for collecting, storing, processing, and storing back derived data (features, signals) for some simple mid freq / stat arb trading strategies. I did not expect to receive so much feedback about infrastructure for trading data",gmarti.gitlab.io,"Serverless architecture for crypto trading || I recently asked on LinkedIn about advice and opinions on infrastructure for collecting, storing, processing, and storing back derived data (features, signals) for some simple mid freq / stat arb trading strategies. I did not expect to receive so much feedback about infrastructure for trading data",1,0,1,0
Is the Carry Trade a Diversifying Strategy?,Finominal,https://insights.finominal.com/research-is-the-carry-trade-a-diversifying-strategy/,"17 Oct 2022, 11:00am","The carry trade was positive across most asset classes in YTD 2022 The correlations to the S&P 500 were low historically However, the carry trade crashed when stocks crashed, ie provided limited diversification benefits INTRODUCTION After a few years in unchartered territories, most bonds have",insights.finominal.com,"Is the Carry Trade a Diversifying Strategy? || The carry trade was positive across most asset classes in YTD 2022 The correlations to the S&P 500 were low historically However, the carry trade crashed when stocks crashed, ie provided limited diversification benefits INTRODUCTION After a few years in unchartered territories, most bonds have",1,0,1,0
Optimize Your Trading Strategy With Python And The Kelly Criterion,Raposa Trade,https://raposa.trade/blog/optimize-your-trading-strategy-with-python-and-the-kelly-criterion/,"4 Apr 2022, 11:48pm","Retail traders almost always have small trading accounts. To get the returns they're after, traders frequently take on leverage - often times imprudent amounts in highly levered FOREX accounts that can be levered 50-100x! Retail equity brokers are a bit more conservative with maximum leverage",raposa.trade,"Optimize Your Trading Strategy With Python And The Kelly Criterion || Retail traders almost always have small trading accounts. To get the returns they're after, traders frequently take on leverage - often times imprudent amounts in highly levered FOREX accounts that can be levered 50-100x! Retail equity brokers are a bit more conservative with maximum leverage",1,0,1,0
Trend-following and Mean-reversion in Bitcoin,Quantpedia,https://quantpedia.com/trend-following-and-mean-reversion-in-bitcoin/?a=6080,"15 Mar 2022, 08:52pm","Indisputably, trend-following and mean-reversion are two key concepts in quantitative investing or technical analysis. The trend-following proponents suggest a performance continuation and that assets that have performed well will continue to do so. In other words, the trend-following strategies are",quantpedia.com,"Trend-following and Mean-reversion in Bitcoin || Indisputably, trend-following and mean-reversion are two key concepts in quantitative investing or technical analysis. The trend-following proponents suggest a performance continuation and that assets that have performed well will continue to do so. In other words, the trend-following strategies are",1,0,1,0
Does the Equity Market Lead the Currency Market?,Factor Research,https://insights.factorresearch.com/research-does-the-equity-market-lead-the-currency-market/,"25 Oct 2021, 11:58am","Past equity market returns seem to predict currency returns Such a currency timing strategy may be interesting as a diversifier However, it is difficult to rationalize the results INTRODUCTION Bloomberg TV at 08:30 am EST: “The S&P 500 futures are trading lower as the US Dollar depreciated",insights.factorresearch.com,"Does the Equity Market Lead the Currency Market? || Past equity market returns seem to predict currency returns Such a currency timing strategy may be interesting as a diversifier However, it is difficult to rationalize the results INTRODUCTION Bloomberg TV at 08:30 am EST: “The S&P 500 futures are trading lower as the US Dollar depreciated",1,0,1,0
How To Be a Quant Trader - Experiments with @QuantConnect,Robot Wealth,https://robotwealth.com/how-to-be-a-quant-trader-experiments-with-quantconnect/?pa=CEFCE36499,"14 Jul 2020, 09:36am","This post presents an analysis of the SPY returns process using the QuantConnect research platform. QuantConnect is a strategy development platform that lets you research ideas, import data, create algorithms, and trade in the cloud, all in one place. For this research, I’ve used their online",robotwealth.com,"How To Be a Quant Trader - Experiments with @QuantConnect || This post presents an analysis of the SPY returns process using the QuantConnect research platform. QuantConnect is a strategy development platform that lets you research ideas, import data, create algorithms, and trade in the cloud, all in one place. For this research, I’ve used their online",1,0,1,0
"Value: Don't Call it a Comeback, it's Been Here for Years",Alpha Architect,https://alphaarchitect.com/2019/09/12/value-dont-call-it-a-comeback-its-been-here-for-years/,"12 Sep 2019, 07:21pm","Value and Momentum each had back to back extreme returns (five sigma) days on Monday, September 9th and Tuesday, September 10th. The Dow Jones Thematic Market Neutral Value Index (“Value”) started the week up 3.45%, its best day since inception on December 31st, 2001. The Value Index followed",alphaarchitect.com,"Value: Don't Call it a Comeback, it's Been Here for Years || Value and Momentum each had back to back extreme returns (five sigma) days on Monday, September 9th and Tuesday, September 10th. The Dow Jones Thematic Market Neutral Value Index (“Value”) started the week up 3.45%, its best day since inception on December 31st, 2001. The Value Index followed",1,0,1,0
The True Cost of Hedging S&P Downside,Movement Capital,https://movement.capital/the-true-cost-of-hedging-sp-downside/,"9 May 2019, 11:13pm","Hedging sounds like a smart thing to do. But has it actually worked? This post examines the historical costs and benefits of hedging stock exposure with SPY puts. Interest in hedging strategies tends to increase as market volatility rises. There are many ways to hedge, and a common method is to",movement.capital,"The True Cost of Hedging S&P Downside || Hedging sounds like a smart thing to do. But has it actually worked? This post examines the historical costs and benefits of hedging stock exposure with SPY puts. Interest in hedging strategies tends to increase as market volatility rises. There are many ways to hedge, and a common method is to",1,0,1,0
The Largest Cost Facing Investors Today,Two Centuries Investments,https://www.twocenturies.com/blog/2019/3/8/the-largest-cost-facing-investors-today,"11 Mar 2019, 10:59am","Alternative Title: The Gap Everywhere There exist many flavors of market timing. Some are obvious: In 1929, an influential businessman states that US Equities will return 24% per year for the next 20 years; or in 1999, a stock market forecaster predicts Dow Jones to double On dollar-weighted basis,",twocenturies.com,"The Largest Cost Facing Investors Today || Alternative Title: The Gap Everywhere There exist many flavors of market timing. Some are obvious: In 1929, an influential businessman states that US Equities will return 24% per year for the next 20 years; or in 1999, a stock market forecaster predicts Dow Jones to double On dollar-weighted basis,",1,0,1,0
Thanksgiving Week Seasonality – An Updated Look,Quantifiable Edges,http://quantifiableedges.com/thanksgiving-week-seasonality-an-updated-look/,"19 Nov 2018, 08:38am",The time around Thanksgiving has shown some strong tendencies over the years – both bullish and bearish. I have discussed them a number of times over the years. In the updated table below I show SPX performance results based on the day of the week around Thanksgiving. The bottom row is the Monday,quantifiableedges.com,Thanksgiving Week Seasonality – An Updated Look || The time around Thanksgiving has shown some strong tendencies over the years – both bullish and bearish. I have discussed them a number of times over the years. In the updated table below I show SPX performance results based on the day of the week around Thanksgiving. The bottom row is the Monday,1,0,1,0
Creating our own S&P 500 Momentum ETF,Quant Dare,https://quantdare.com/creating-our-own-momentum-etf/,"25 Oct 2018, 11:45pm","Smart Beta ETFs are achieving an increasing popularity, seen as the perfect equilibrium between passive investment and active management. But, what’s the difference between them and the traditional ones? Is it possible to create our own ETF with some previous experience and without assuming higher",quantdare.com,"Creating our own S&P 500 Momentum ETF || Smart Beta ETFs are achieving an increasing popularity, seen as the perfect equilibrium between passive investment and active management. But, what’s the difference between them and the traditional ones? Is it possible to create our own ETF with some previous experience and without assuming higher",1,0,1,0
What's in Your Benchmark?,Alpha Architect,https://alphaarchitect.com/2018/09/10/whats-in-your-benchmark/,"10 Sep 2018, 11:22am","This article examines the magnitude of exposures to a set of systematic factors present in widely accepted Benchmarks (S&P500, the Russells, and MSCI global indices) and how they change over time. The authors use conventional style factors of value, size, quality, momentum, and minimum",alphaarchitect.com,"What's in Your Benchmark? || This article examines the magnitude of exposures to a set of systematic factors present in widely accepted Benchmarks (S&P500, the Russells, and MSCI global indices) and how they change over time. The authors use conventional style factors of value, size, quality, momentum, and minimum",1,0,1,0
Double Gaps and Hens’ Teeth,Throwing Good Money,http://throwinggoodmoney.com/2018/07/double-gaps-and-hens-teeth/,"11 Jul 2018, 05:32am","I looked at the chart for SPY just now, and thought, “Huh…two days in a row that have gapped up. Wonder if that’s significant in any way?” By “gap,” I mean that today’s low was higher than yesterday’s high. When this happens two days in a row, does it mean we should use quintuple",throwinggoodmoney.com,"Double Gaps and Hens’ Teeth || I looked at the chart for SPY just now, and thought, “Huh…two days in a row that have gapped up. Wonder if that’s significant in any way?” By “gap,” I mean that today’s low was higher than yesterday’s high. When this happens two days in a row, does it mean we should use quintuple",1,0,1,0
The Strength Of Two Unfilled Up Gaps & A 50-Day High,Quantifiable Edges,http://quantifiableedges.com/the-strength-of-two-unfilled-up-gaps-a-50-day-high/,"5 Jun 2018, 09:23am",One interesting study that I discussed in last night’s subscriber letter considered the fact that SPY left an unfilled upside gap for the 2nd day in a row while closing at a 50-day high. The results table I shared can be found below. 2018-06-05 The size of the follow-through isn’t terribly,quantifiableedges.com,The Strength Of Two Unfilled Up Gaps & A 50-Day High || One interesting study that I discussed in last night’s subscriber letter considered the fact that SPY left an unfilled upside gap for the 2nd day in a row while closing at a 50-day high. The results table I shared can be found below. 2018-06-05 The size of the follow-through isn’t terribly,1,0,1,0
Three-day Pullback Pattern Into Turnaround Tuesday Potentially Bullish,Quantifiable Edges,http://quantifiableedges.com/three-day-pullback-pattern-into-turnaround-tuesday-potentially-bullish/,"24 Apr 2018, 12:15pm","SPY’s move lower over the last 3 days has set up a potential “Turnaround Tuesday” scenario. The fact that it made a lower high, lower low, and lower close for at least the 3rd day in a row triggered the following study. 2018-04-241 The numbers are impressive and the bounces couldn’t get much",quantifiableedges.com,"Three-day Pullback Pattern Into Turnaround Tuesday Potentially Bullish || SPY’s move lower over the last 3 days has set up a potential “Turnaround Tuesday” scenario. The fact that it made a lower high, lower low, and lower close for at least the 3rd day in a row triggered the following study. 2018-04-241 The numbers are impressive and the bounces couldn’t get much",1,0,1,0
A Scary Pattern,Quantifiable Edges,http://quantifiableedges.com/a-scary-pattern/,"13 Apr 2018, 12:43pm","Friday the 13th is upon us. Known for bad luck and horror movies, I decided to go back and see how SPX has performed on this day. What I found was scary… 2018-04-13 Good luck trading today!",quantifiableedges.com,"A Scary Pattern || Friday the 13th is upon us. Known for bad luck and horror movies, I decided to go back and see how SPX has performed on this day. What I found was scary… 2018-04-13 Good luck trading today!",1,0,1,0
Equity Curve Monte Carlo Analysis,Alvarez Quant Trading,http://alvarezquanttrading.com/blog/equity-curve-monte-carlo-analysis/,"24 Jan 2018, 03:01pm",Imagine the following. You spent time developing a strategy with a compounded annual return of 24% and max drawdown of 18%. Profitable 10 of the last 11 years. An average 21 day rolling correlation with the SPY of .20. Passes your out-of-sample testing. Passes your parameter sensitivity testing.,alvarezquanttrading.com,Equity Curve Monte Carlo Analysis || Imagine the following. You spent time developing a strategy with a compounded annual return of 24% and max drawdown of 18%. Profitable 10 of the last 11 years. An average 21 day rolling correlation with the SPY of .20. Passes your out-of-sample testing. Passes your parameter sensitivity testing.,1,0,1,0
State of Trend Following in November,Au Tra Sy,http://www.automated-trading-system.com/state-of-trend-following-in-november-4/,"10 Dec 2017, 09:49pm","November was down for the index, sitting just below the negative double-digit line before year-end. It looks like the State of TF will end in the red in 2017, unless a strong bitcoin-inspired December rally lifts the index back in the black. Please check below for more details. Detailed Results The",automated-trading-system.com,"State of Trend Following in November || November was down for the index, sitting just below the negative double-digit line before year-end. It looks like the State of TF will end in the red in 2017, unless a strong bitcoin-inspired December rally lifts the index back in the black. Please check below for more details. Detailed Results The",1,0,1,0
Replicating Indexes In R (Part III): Socially Responsible Investing,Capital Spectator,http://www.capitalspectator.com/replicating-indexes-in-r-part-iii-socially-responsible-investing/,"7 Nov 2017, 08:01am",In previous installments of replicating indexes I profiled the style-analysis methodology and presented an example using a hedge fund index. Now let’s turn to a strategy of replicating the S&P 500 Index with a handful of stocks that are considered socially responsible investments (SRI).,capitalspectator.com,Replicating Indexes In R (Part III): Socially Responsible Investing || In previous installments of replicating indexes I profiled the style-analysis methodology and presented an example using a hedge fund index. Now let’s turn to a strategy of replicating the S&P 500 Index with a handful of stocks that are considered socially responsible investments (SRI).,1,0,1,0
When Months Finish At A High,Quantifiable Edges,http://quantifiableedges.com/when-months-finish-at-a-high/,"2 Oct 2017, 11:48am",urn of the month will often trigger some seasonal studies. The study below looks at performance after times that SPY has closed a month at the highest closing price of the month. 2017-10-02 image1 The numbers across the board are fairly compelling. Trades may want to keep this in mind as we enter,quantifiableedges.com,When Months Finish At A High || urn of the month will often trigger some seasonal studies. The study below looks at performance after times that SPY has closed a month at the highest closing price of the month. 2017-10-02 image1 The numbers across the board are fairly compelling. Trades may want to keep this in mind as we enter,1,0,1,0
Time of Day effects in FX,Quant Journey,http://quantsjourney.blogspot.com/2017/09/time-of-day-effects-in-fx.html,"6 Sep 2017, 11:37am","Time of day is critical for trading, it is even possible building trading strategies solely depending on time of day (I will keep this for another post) I will be using the concept of quality and define a high quality market, from an intraday timing perspective, as a market when trading range and",quantsjourney.blogspot.com,"Time of Day effects in FX || Time of day is critical for trading, it is even possible building trading strategies solely depending on time of day (I will keep this for another post) I will be using the concept of quality and define a high quality market, from an intraday timing perspective, as a market when trading range and",1,0,1,0
Nervous About The Market? It Might Be Time for This Strategy,Meb Faber,http://mebfaber.com/2017/06/15/nervous-market-might-time-strategy/,"16 Jun 2017, 10:36am","When the tech bubble collapsed back in 2000, the Nasdaq fell from 5,132 to just 1,470 a few months later. Many popular stocks found their market prices gutted. For example, Cisco lost 86% of its market cap, while Amazon fell over 90% from $107 to $7. Losses such as these decimated investor",mebfaber.com,"Nervous About The Market? It Might Be Time for This Strategy || When the tech bubble collapsed back in 2000, the Nasdaq fell from 5,132 to just 1,470 a few months later. Many popular stocks found their market prices gutted. For example, Cisco lost 86% of its market cap, while Amazon fell over 90% from $107 to $7. Losses such as these decimated investor",1,0,1,0
